Year,Country,Country Code,Access to electricity (% of population) [EG.ELC.ACCS.ZS],"Adjusted net enrollment rate, primary (% of primary school age children) [SE.PRM.TENR]",Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD],Adolescents out of school (% of lower secondary school age) [SE.SEC.UNER.LO.ZS],"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]",Adults (ages 15-49) newly infected with HIV [SH.HIV.INCD],Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS],Bank capital to assets ratio (%) [FB.BNK.CAPA.ZS],Children out of school (% of primary school age) [SE.PRM.UNER.ZS],"Contributing family workers, total (% of total employment) (modeled ILO estimate) [SL.FAM.WORK.ZS]",Consumer price index (2010 = 100) [FP.CPI.TOTL],Control of Corruption: Estimate [CC.EST],Cost of business start-up procedures (% of GNI per capita) [IC.REG.COST.PC.ZS],Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot],Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],"Current education expenditure, total (% of total expenditure in public institutions) [SE.XPD.CTOT.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative) [SE.SEC.CUAT.UP.ZS]","Employment to population ratio, 15+, total (%) (modeled ILO estimate) [SL.EMP.TOTL.SP.ZS]",Expense (% of GDP) [GC.XPN.TOTL.GD.ZS],Gross savings (% of GDP) [NY.GNS.ICTR.ZS],Gross national expenditure (% of GDP) [NE.DAB.TOTL.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate) [SL.TLF.ACTI.1524.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Maternal mortality ratio (modeled estimate, per 100,000 live births) [SH.STA.MMRT]",Merchandise exports (current US$) [TX.VAL.MRCH.CD.WT],Merchandise imports (current US$) [TM.VAL.MRCH.CD.WT],Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%) [SH.DYN.NCOM.ZS]",Political Stability and Absence of Violence/Terrorism: Estimate [PV.EST],Unemployment with advanced education (% of total labor force with advanced education) [SL.UEM.ADVN.ZS],"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]",Access to clean fuels and technologies for cooking (% of population) [EG.CFT.ACCS.ZS],"Cause of death, by injury (% of total) [SH.DTH.INJR.ZS]","Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",Control of Corruption: Number of Sources [CC.NO.SRC]
2016,Timor-Leste,TLS,76.5,93.97609,-6.098010399,1517814671,11.84677887,37.239,200,0.263263117,,6.81229353,24.62483598,140.8472986,-0.537286937,0.5,,6.89625168,,7.364930153,26.14495087,63.945,69.58068583,20.98755437,153.6011386,-1.469842879,0.222525734,,39.73,505198,67.446,262,20000000,547000000,34.30949598,1.588331516,19,-0.017668042,6.14,4.66,4.657,9.5,,,6
2016,Togo,TGO,46.77486038,,42.18408844,5197230845,,82.053,3300,0.355444803,,8.356909752,48.63383373,112.608909,-0.707865596,71.2,,6.59755707,97.57878113,,,56.448,13.61053662,13.79078805,112.9820435,1.285448471,1.457764753,,25.521,2616440,59.55,439,1036000000,2261000000,54.30586381,1.840382387,25,-0.175117105,,2.957,,7.3,,,13
2016,Tonga,TON,97.02,,9.647494706,440775735.8,,19.278,,,16.82060057,,5.166517156,112.7061657,-0.453665733,6.8,,4.81820822,,,,53.144,,14.1960581,140.7991873,2.578155152,3.054957232,,29.188,36418,70.661,84,21000000,229000000,59.44614562,,25.8,0.897029459,,2.051,,75.6,,49.4146055,4
2016,Trinidad and Tobago,TTO,100,,,,,40.032,,0.583581055,10.6778631,,0.434262201,137.7340492,-0.303454995,0.6,,6.83660126,,,,57.367,33.2881054,,,3.070667425,-0.741531981,31.5109715,41.538,693991,74.281,29,7633000000,8052000000,66.14327934,0.95365006,18.8,0.27725777,2.353,3.21,3.207,100,,,8
2016,Tunisia,TUN,100,,2.853834892,38824254428,,9.028,500,1.148328485,,0.972029984,2.239850783,128.7955837,-0.162973881,4.7,,6.25855684,,,,39.83,,11.6645619,110.5021782,3.629399374,4.934963694,,31.019,4162572,75.786,38,13572000000,19462000000,74.46786717,2.22498473,15.9,-1.139722347,28.527,15.56,15.557,99.8,,,13
2016,Turkiye,TUR,100,94.14611,,,0.954639971,25.931,,1.642379815,10.72799293,1.810379982,11.22686908,157.4247945,-0.198886201,21.8,36.06027686,4.28469229,85.78117371,,37.65670013,46.328,30.64548774,24.98019671,102.161168,7.775134153,8.130478078,3.337472486,42.338,31174275,76.66,20,1.49247E+11,2.02189E+11,40.40967201,2.050324605,16.1,-2.007214785,11.834,10.84,10.899,95,,30.03332723,12
2016,Turkmenistan,TKM,100,,,,,26.253,,2.119852908,,,2.956777212,,-1.394581199,,,5.74498892,,,,46.153,,,,,-4.865602879,,30.582,1957683,68.777,6,6964000000,4994000000,33.06106973,,28.3,-0.195148066,,4.026,,99.9,,,6
2016,Turks and Caicos Islands,TCA,100,,,,,19.518,,,,,,,,,,,,,,,,,,,2.184403616,,,,76.864,,4000000,389000000,38.06472359,,,,,,,,,,
2016,Tuvalu,TUV,97.3,87.89088,,,18.78108978,33.812,,,,0.450789988,,,0.055439107,,,13.55537319,,,,,,,,,8.163265306,,,,64.108,,0,23000000,55.24986071,,,1.382750273,2.448,,8.489,67.5,,,3
2016,Uganda,UGA,26.7,,7.00034548,26420410514,46.58243561,117.755,55000,0.327609464,11.69435917,11.2355051,11.29812738,158.5203149,-1.086224794,46.1,0.569601271,4.96112299,,0.940330029,12.27282047,68.016,11.31306442,24.19462726,104.5503269,5.706375046,4.781000291,11.56695937,55.238,14163205,61.648,311,2482000000,4829000000,25.03425157,1.043258433,22,-0.718276322,,3.149,,0.8,,,15
2016,Ukraine,UKR,100,,-0.431135428,82575474209,9.777070045,26.365,9100,1.361107255,6.076011566,16.26054001,0.248816414,205.6122449,-0.866792738,0.9,50.31639188,7.54541159,91.5894165,,,51.036,33.50441672,19.73208527,106.923966,13.9127102,17.09713492,,36.033,21453122,71.47634146,10,36360000000,39252000000,80.99330067,3.154776603,26,-1.853331923,8.17,9.35,9.35,95.2,,71.80954545,12
2016,United Arab Emirates,ARE,100,99.40189,1.120177056,3.42966E+11,,7.035,,1.008943726,13.15153338,,0.01426311,111.1174349,1.131279349,13,,3.4660213,,31.69047928,53.07051086,79.706,4.318281125,,72.27014441,1.617488089,-5.529478605,,54.311,6244154,79.335,8,2.95031E+11,2.66576E+11,152.0917804,,19.6,0.549646139,,1.64,1.64,100,,,8
2016,United Kingdom,GBR,100,99.65208,1.826328671,2.48254E+12,,14.162,,0.442696822,5.459887335,2.154949903,0.366092893,112.0769373,1.850604177,0.1,,9.69526958,97.69721985,,,59.903,37.24022102,12.48456825,101.8957194,1.008417368,1.964798274,1.201732633,58.344,33939706,81.15609756,9,4.10856E+11,6.36731E+11,38.95669338,1.976733487,11.3,0.347932637,2.92,4.81,4.81,100,,156.6171682,11
2016,United States,USA,100,99.64003,1.058484266,1.59078E+13,,19.867,32000,0.830046813,9.331439619,0.359970003,0.058363348,110.0670089,1.331475854,1.1,,16.79314804,92.60430908,33.43968964,89.09236145,59.181,22.54757747,18.66769355,103.2793288,1.261583206,1.00223548,5.321655653,50.167,162448669,78.53902439,18,1.45101E+12,2.25015E+12,19.79750231,3.422587975,14,0.385635316,2.908,4.87,4.869,100,,98.50410172,11
2016,Uruguay,URY,99.7,99.91235,13.13563466,54083663568,3.709719896,53.316,1000,1.460241832,9.173986339,0.034329999,0.841975243,164.5670977,1.247104049,22.5,35.36502236,8.67535782,95.89556885,10.46405983,28.01000023,59.545,35.22102491,18.5807339,94.60717176,9.639413476,8.16545834,7.821274217,49.432,1742862,77.571,17,7043000000,8137000000,26.40882359,1.724565115,17.5,1.048521757,2.493,7.84,7.841,100,,46.45846687,13
2016,Uzbekistan,UZB,99.93637085,97.5543,,,5.892888069,22.444,3200,0.526574023,8.539224659,0.452109128,3.383317355,185.1345191,-1.199764013,3.2,,4.71504498,,16.31752014,92.56462097,53.916,14.33491916,24.37896183,106.1915437,8.130886695,8.930368491,2.406721691,36.877,12913664,70.755,30,8974000000,11328000000,23.56907749,,26.8,-0.280753702,,5.16,5.16,84.8,,,11
2016,Vanuatu,VUT,57.82,,8.24049063,739693437.1,,70.304,,,10.93972929,,2.159427004,108.0517056,-0.087068856,44.3,,2.93130064,,,,65.773,25.55731386,28.39766195,105.6500643,0.842069084,1.576984077,,55.129,118474,69.65,94,50000000,422000000,60.44388303,,39.9,0.48971042,,5.251,,8.8,,,5
2016,"Venezuela, RB",VEN,99.4,91.20013,,,12.03015041,89.135,,2.02228334,,10.11266994,0.779475573,2740.273985,-1.365910888,136.8,,3.91797328,,25.14616966,61.92459869,57.925,,,,254.9485348,,56.62384941,34.872,13499592,72.058,150,26696000000,15540000000,,0.454046014,16.2,-1.022976637,5.744,5.32,5.319,96.4,,,14
2016,Viet Nam,VNM,99.2,,8.491222912,2.09402E+11,8.628147125,34.813,8200,0.954679411,5.616058263,,16.05434392,148.4073328,-0.489483953,4.6,,4.51853609,,,,75.144,,28.4694474,100.8599201,2.66824817,1.819535928,,56.61,54678041,73.938,,1.76581E+11,1.74804E+11,136.6746268,2.442960753,21.8,0.226832524,4.626,1.85,1.848,83.7,,,12
2016,Virgin Islands (U.S.),VIR,100,,,,,33.655,,,,,0.293999099,,0.578897595,,,,,,,51.159,,,,,2.051803522,,33.797,50528,79.16829268,,,,,,,0.975613654,,12.284,,,,,1
2016,West Bank and Gaza,PSE,100,95.77247,,,8.438949585,50.455,,,9.843908247,5.537960052,5.387334212,110.7469344,-0.183015376,46.8,3.627677225,,95.11431122,17.58827972,39.63560867,33.291,6.684257579,11.47746088,136.6378023,-0.219106605,1.278022484,0.413596619,30.975,1140063,74.554,24,,,,,,-1.970878363,30.565,23.94,23.939,,,,5
2016,"Yemen, Rep.",YEM,68.85586548,84.39664,,,34.25896835,62.113,1000,0.364747517,,24.38427925,11.54450711,,-1.695552111,82.2,,,,,,26.105,,-104.8339599,,,0.134410849,,22.046,5483245,66.064,172,411000000,3080000000,11.14700657,,26.8,-2.784488678,,18.341,,61.1,,,10
2016,Zambia,ZMB,35.37722015,,,,,129.067,50000,0.305304923,12.08670867,,7.397354002,169.7819891,-0.426889509,34.7,,4.47761726,92.15315247,,,53.847,22.40868334,30.44015508,105.6895044,17.86973008,13.55248469,,37.089,5404433,61.794,155,6372000000,7290000000,65.18623476,1.454532636,26.4,0.132928282,,8.431,,13.5,,46.43289358,14
2016,Zimbabwe,ZWE,42.46558762,,-1.273235431,15207119428,,100.884,36000,0.927031828,,13.99042988,1.852772108,104.5735654,-1.288440704,121.5,,7.46644735,,,,62.058,25.23634685,-4.967817723,111.3319611,-1.543669601,2.014094734,,50.896,5479855,60.306,400,3335000000,5336000000,42.19736159,1.741984919,30.4,-0.620809734,,5.918,,30,,,15
2017,Afghanistan,AFG,97.7,,,,,90.342,1000,3.490158887,11.69893586,,23.1362526,145.6107414,-1.531909704,82.3,,12.62081718,,,,42.021,39.22010998,,,4.975951506,2.403656188,6.800694686,39.286,9254593,63.016,682,723000000,7065000000,41.52834437,0.9452268,35.5,-2.794973612,15.46,11.18,11.184,30,,,10
2017,Albania,ALB,99.89,97.77841,1.917234373,9962274801,1.400859952,16.585,100,0.653443393,9.018649224,1.706730008,22.65597804,115.0592696,-0.480890602,12,44.33891844,6.54604626,91.70053864,16.15019989,46.35334015,50.152,23.86758762,16.52937175,116.1589664,1.986661332,1.450731581,2.014340017,31.583,1377319,79.047,7,2292000000,5271000000,58.08877911,1.109151006,12.2,0.37376982,13.694,13.62,13.616,79,,75.88872782,11
2017,Algeria,DZA,99.53002167,99.48537,3.99952187,1.45482E+11,,12.872,1600,2.626524316,9.778615631,0.239820004,1.815341983,142.3842032,-0.598509312,12.5,,6.27938414,,,,36.805,,38.72606877,110.056912,5.59111591,6.390654714,1.273806508,24.46,12069182,75.743,89,35191000000,46059000000,47.76686566,5.924383327,14.1,-0.919614136,17.75,12,12,99.6,,,10
2017,American Samoa,ASM,,,,,,35.06,,,,,,,1.762151003,,,,,,,,,,,,-1.940890058,14.1519924,,,,,397000000,595000000,162.0915033,,,1.184322,,,,,,,1
2017,Andorra,AND,100,,,,7.336780071,6.404,,,,7.232699871,,,1.171758413,,,7.16179609,99.2702179,,,,,,,,1.136509343,,,,,,118000000,1478000000,53.19715547,,,1.39288795,,,,100,,,1
2017,Angola,AGO,42.90624237,,-4.242852703,60054671516,,145.235,15000,0.942359039,12.36459243,,4.932258393,271.0199309,-1.444333076,17.4,,2.79383755,,,,63.028,16.67113723,23.09966944,94.24862316,29.84257779,22.61443652,,55.206,12415650,61.68,253,34613000000,14463000000,66.59777004,2.507982806,22.1,-0.389134824,,16.639,,48.3,,,8
2017,Antigua and Barbuda,ATG,100,97.55055,,,3.724829912,30.352,,,3.947441467,1.405339956,,112.4501693,0.197805092,9.1,,4.87493944,,,,,,,,2.43248789,0.312054499,21.94931902,,,78.268,21,21000000,554000000,37.55342746,,17.8,0.732059717,,,,100,,,2
2017,Argentina,ARG,100,99.48052,5.744374994,5.26111E+11,0.745809972,57.783,5200,0.536242046,10.19242796,0.584219992,0.549005901,,-0.308798343,10.4,35.36281278,10.44225693,89.09375763,,,53.899,24.28253204,13.06884858,102.6490344,,26.00637928,5.259380765,38.952,19580710,76.833,38,58644000000,66937000000,19.51141393,0.856137916,16.2,0.162541434,3.268,8.35,8.347,99.8,,,14
2017,Armenia,ARM,99.7,92.31421,10.35649244,10293869480,3.021589994,21.379,,3.47900668,12.76061993,0.92395997,0.260563799,124.2076293,-0.63648814,0.9,55.05736892,10.36270523,87.58867645,24.3800602,90.09664917,53.807,22.62972499,17.17845791,110.7702852,0.969553269,2.150641898,2.45448422,41.702,1408448,74.906,25,2245000000,4189000000,55.8145569,3.849730577,21.3,-0.626211226,17.817,12.914,17.705,97.9,,,11
2017,Aruba,ABW,100,,,,,24.888,,,,,,101.3851388,1.239376664,,,,,,,,,14.31095057,98.70691586,-1.028281788,-3.178166683,,,,75.903,,135000000,1124000000,40.71233259,,,1.313844323,,,,,,,2
2017,Australia,AUS,100,96.4991,,,0.048239999,10.43,1000,0.445885595,5.912719061,0.05779,0.314229526,115.6867846,1.752321124,0.7,,10.1257143,,31.39118958,77.26136017,61.536,26.6077557,21.796346,99.48498844,1.948647409,3.651232809,0.845860834,66.891,13007821,82.5,5,2.31131E+11,2.2878E+11,34.66102967,2.004234077,8.7,0.876146674,3.31,5.59,5.592,100,,53.26422179,11
2017,Austria,AUT,100,88.64471,0.352649305,3.22287E+11,1.36345005,6.991,,0.456491769,6.892347808,1.331220031,1.363681039,113.9997392,1.50046289,5.1,,10.38402557,93.30567169,14.24862957,79.6625824,57.703,44.32988711,26.34263296,96.83681751,2.081269114,1.005534159,0.795680953,54.943,4600302,81.64390244,5,1.68026E+11,1.75755E+11,82.38988904,0.757279034,10.8,1.029623389,3.212,5.56,5.561,100,,89.40540885,10
2017,Azerbaijan,AZE,100,97.93103,,,0.425509989,47.11,500,1.693683675,,2.068969965,32.71741329,149.5083333,-0.90602529,1.6,,3.73651457,98.7050705,15.71702003,88.50122833,61.924,27.95873058,29.02570834,93.30672839,12.93591842,16.17240031,1.807067361,41.922,4841518,72.248,27,15481000000,8783000000,59.37362971,3.756301732,28.2,-0.751900971,4.84,5,5,97.5,,,11
2017,"Bahamas, The",BHS,100,,5.702259697,10990123960,,26.67,100,0.436860545,,,0.316261049,110.8815748,1.134469748,13.8,,6.67579222,,,,66.344,20.05009855,15.90173496,107.0991961,1.518207007,1.710664915,30.57490853,52.683,228906,73.632,77,571000000,3109000000,30.03223569,,19.2,0.976761103,,9.8,9.8,100,,53.45515159,4
2017,Bahrain,BHR,100,98.72605,4.738663088,25878728904,2.00515008,13.239,100,2.26980856,,0.532700002,0.441907056,115.1846987,-0.171140954,1,,4.51235688,,14.33981037,56.53815842,70.961,,28.8557475,91.52737938,1.386718306,5.51968542,0.411852002,43.301,837075,79.689,15,15376000000,13145000000,80.40023572,4.320737742,16.2,-0.958746016,,1.192,,100,,,5
2017,Bangladesh,BGD,88,,4.544474101,2.12645E+11,9.149198532,78.29,1200,0.329041706,5.246190924,2.583361626,13.74789583,161.2264589,-0.858938634,22.9,,2.78472567,,8.976880074,29.79417038,55.781,7.639874039,35.2848394,103.8811176,5.702070157,5.047597354,2.193530539,40.465,67164738,71.788,183,35851000000,52836000000,30.19082774,1.127581108,18.8,-1.253626704,10.736,4.37,4.372,20.6,,,12
2017,Barbados,BRB,100,96.55139,,,0.459149987,41.438,100,0.679781926,10.50278495,4.384170055,0.06620743,124.245074,1.375456929,7.6,,6.62216997,95.55317688,,,58.821,,5.55972025,104.3767402,4.66018464,2.601759315,10.745486,41.379,147106,76.936,47,485000000,1600000000,41.76431705,,15.7,0.952523887,4.079,8.62,8.622,100,,,4
2017,Belarus,BLR,98.74201202,95.9291,4.085697963,44819428543,6.682859898,12.936,1500,3.027522327,11.49544172,4.313809872,0.031547828,459.0252181,-0.240941063,0.6,50.66547899,5.75974846,94.36782074,,,61.303,29.32166086,28.0169008,98.13991754,6.031837252,8.623535045,2.472219464,48.365,5119698,74.12926829,1,29267000000,34231000000,116.0304236,1.146289015,24.2,-0.057209238,3.168,5.65,5.648,99.5,,39.88017996,10
2017,Belgium,BEL,100,99.11352,1.259899685,3.92198E+11,0.891960025,6.075,,0.629137315,6.343371744,1.382230043,0.8203255,113.1289026,1.403884411,5.6,,10.75165462,94.87132263,34.68994141,69.15045166,50.023,39.95552411,25.15490744,98.96101585,2.12597086,1.830272796,,28.075,5086330,81.49268293,5,4.29645E+11,4.0922E+11,166.8504105,0.883563446,11,0.417606324,4.283,7.09,7.086,100,,103.8836279,11
2017,Belize,BLZ,94.15032959,99.35225,-1.158568551,1760786157,9.998390198,69.627,200,1.199414686,12.57422351,0.230800003,4.284595233,105.6765517,-0.305803925,34.6,,5.74651003,,,,59.804,22.33749349,22.1172416,90.50171693,1.147653393,3.031933009,37.89764167,46.929,166748,73.562,72,457000000,916000000,60.57357884,1.008474006,16.2,0.030403515,3.899,6.6,6.596,83.3,,,4
2017,Benin,BEN,34.5,97.03352,3.714083213,11064764480,,95.546,1600,0.283299428,,2.987620115,0.809811935,110.791799,-0.577509105,3.7,,2.60406828,,2.533119917,5.013740063,63.001,,17.39915461,107.0654074,1.769412474,-0.367897725,1.127497407,34.148,4235801,59.856,569,2216000000,3494000000,44.95476865,0.920613124,23.2,0.026251886,,1.749,,4.9,,,13
2017,Bermuda,BMU,100,,,,,7.99,,,,,,,1.171758413,,,,,,,,,40.48283833,74.57565585,,-0.094833736,7.902015014,,,82.351,,18000000,1095000000,15.58318058,,,0.98148948,,,,,,,1
2017,Bhutan,BTN,97.7,89.69917,0.859928331,1753424678,15.62930012,24.207,100,,12.97109772,11.71331024,33.15680324,161.0508782,1.529062629,3.9,0.892846665,3.3407371,,10.19937038,17.31549072,60.867,17.62035701,32.90573715,119.8955709,4.95508367,11.15257056,1.719300403,27.26,352124,70.847,68,573000000,1029000000,61.82086494,,18.7,1.102793097,,3.048,,81.5,,95.7786811,8
2017,Bolivia,BOL,91.8,91.48686,4.333534411,30670824226,,68.203,1400,1.337987268,6.639422303,,17.0281488,142.4029535,-0.700783432,46.6,6.536847811,6.4901948,88.15238953,,44.72000122,66.125,,16.05702893,106.896364,2.822758055,6.061399962,6.532270663,44.536,5306478,67.701,164,7846000000,9288000000,45.68013932,1.536425677,18,-0.280111223,6.416,3.65,3.655,84.5,,,12
2017,Bosnia and Herzegovina,BIH,100,,3.694588842,14895609378,10.91094017,10.836,,0.814166497,10.67598981,8.813409805,3.532490756,,-0.553566337,16.1,,8.93797779,,,,36.711,33.88992529,15.5979,120.3008157,,1.778707027,1.22092065,31.648,1351075,76.935,6,6402000000,10504000000,92.24956658,0.86418268,18.7,-0.351470172,16.706,20.53,20.527,42,,47.37156299,11
2017,Botswana,BWA,67.4,,-1.302105787,10927854807,,44.219,8800,0.900865732,8.766129725,,3.239434162,141.143034,0.712225378,0.7,,6.62986994,,,,50.475,28.15498424,30.79621509,95.92599703,3.308280768,-2.649919276,,36.252,999039,66.753,108,5870000000,5329000000,69.53673556,3.248579195,28.5,1.009294391,,19.702,,63.6,,14.68076918,12
2017,Brazil,BRA,99.8,97.55117,3.757302266,1.34504E+12,3.82475996,55.566,,0.697124042,8.781830183,4.223350048,2.236063312,155.6687862,-0.559335768,4.8,30.27202845,9.47125053,97.52236938,15.73458004,47.54000092,55.971,36.24765387,13.57776969,99.28179864,3.44637335,3.671384513,30.59303721,56.03,104715941,74.827,60,2.14988E+11,1.65855E+11,18.45603275,1.414021668,15.8,-0.480093956,6.929,12.79,12.792,95.9,,83.66920265,14
2017,British Virgin Islands,VGB,100,,,,,11.682,,,,,,,,,,,,,,,,,,,,,,,74.785,,,,,,,,,,,,,,
2017,Brunei Darussalam,BRN,100,96.14464,4.424778351,10678056191,0.616964459,10.027,,3.876663937,9.502491598,0.494095355,0.470795704,98.40633836,0.675776422,1.1,,2.27036428,,,,56.884,,55.33647891,81.75749207,-1.260505646,4.953690289,,39.299,206363,74.722,45,5571000000,3085000000,71.37094942,2.86512851,18.7,1.153425217,7.478,9.32,9.316,100,,,5
2017,Bulgaria,BGR,98.06486511,88.08615,3.913008502,45690861658,8.371470451,38.398,200,0.921452971,11.3934048,5.928349972,0.672861662,107.9361475,-0.195962429,1.2,,7.49168301,95.5057373,24.71287918,76.44853973,51.94,32.05380986,25.15222245,95.71314296,2.061596194,4.813120484,1.434055348,26.29,3364252,74.81463415,7,31438000000,34184000000,110.6428573,1.221522455,24.5,0.321378797,3.032,6.16,6.164,,,32.23505414,13
2017,Burkina Faso,BFA,17.01332092,77.00507,6.503845357,11780905515,48.01153183,116.273,1600,0.154592153,,26.21941948,38.57170705,109.8315227,-0.138816744,42.6,,6.05631208,,,,62.406,18.48979056,14.78649846,106.3640089,1.482998972,1.41629728,1.25044052,50.974,7115497,59.536,283,2875000000,3861000000,47.74949453,1.363629871,24.4,-0.927885592,,4.691,,9.3,,,14
2017,Burundi,BDI,9.3,95.54934,1.375437687,2054775055,32.95417023,56.593,1200,0.66739779,12.17411758,14.16903019,38.97531289,188.6825292,-1.31923759,33.9,,7.28069401,,0.90862,5.59581995,78.635,,7.531066404,110.1871471,16.0525353,11.44918261,,54.682,4644906,61.553,499,172000000,755000000,34.03599785,2.002709903,25.2,-2.002573967,,1.263,,0.2,,,11
2017,Cabo Verde,CPV,88.61360931,92.98582,2.017853705,1457836356,15.07933998,62.571,200,0.41680039,,11.53293037,10.13264817,107.9353643,0.798005223,15.4,,5.2683692,,,,51.936,25.19398661,25.59090523,115.9145267,0.784415251,1.296913676,6.726211338,35.778,239923,76.593,40,50000000,789000000,42.01845773,0.53085719,15.2,0.762864292,10.92,12.24,12.24,77.6,,,9
2017,Cambodia,KHM,89.07,90.8034,7.421220322,18009234564,,48.05,1200,2.348751761,13.96882005,6.921299934,6.697442037,124.5704532,-1.317361832,51.3,,5.72271872,,,,73.741,14.29444971,24.22658856,101.4069429,2.912635574,3.341042158,,60.248,8131979,70.515,204,11278000000,14283000000,115.2580097,2.067355727,22.6,0.093508989,,0.14,0.141,26.6,,,13
2017,Cameroon,CMR,60.90362167,92.87395,3.157900888,28427453385,44.8934288,118.239,16000,0.240106775,4.538063176,6.68005991,12.62735297,114.583313,-1.225612164,35.8,,3.39752436,,,,69.391,10.52723731,16.2917062,102.4968244,0.64040915,1.025141161,4.115904274,47.819,9995553,60.81,443,3233000000,4796000000,22.24189243,1.138373822,24.4,-1.091504693,,3.583,,22.5,,,15
2017,Canada,CAN,100,,5.117690736,1.33565E+12,,8.054,,0.357409052,4.794724776,1.225790024,0.129625163,111.9848311,1.880703807,0.4,,10.86184978,90.98082733,,,61.532,17.60659541,19.84528099,102.230033,1.596884129,2.571014654,1.819209056,63.914,20144985,81.83292683,13,4.20665E+11,4.43651E+11,52.40611196,1.351896465,10.1,1.089679599,5.117,6.43,6.426,100,,54.46256518,10
2017,Cayman Islands,CYM,100,,,,6.085824966,10.876,,,,5.1707654,,,0.48127076,,,,,,,,,,,,1.986798246,4.718390714,,,,,39000000,1098000000,22.00809311,,,1.162609696,,,,,,,2
2017,Central African Republic,CAF,14.070508,,-3.886673297,1555499701,56.9655304,161.927,3000,0.440873613,17.69412287,15.1403532,43.40574491,145.4704699,-1.200072527,154.7,,6.66541576,,,,66.386,8.676798601,,122.6239982,4.180723319,6.443706288,,51.998,1814579,53.721,904,140000000,488000000,30.30376183,1.342697395,37.1,-1.993532181,,6.108,,0.7,,,10
2017,Chad,TCD,10.9,,-11.0282929,6895291346,64.86422729,148.497,3700,0.740654057,8.807647732,33.18540955,19.71068568,113.9811251,-1.458002687,171.3,,4.55722713,,,,59.83,,,105.7820091,-1.53709963,0.028251914,,39.169,4725553,52.308,1095,2621000000,1851000000,44.7182364,2.197257118,23.4,-1.286392093,,1.111,,5.2,,,11
2017,Channel Islands,CHI,100,,,,,11.04972376,,,,,1.015028018,,,,,,,,,54.98,,,,,3.097910696,,49.747,82902,81.331,,,,,,,,,6.949,,,,,
2017,Chile,CHL,99.7,94.77589,1.023877219,2.03102E+11,3.091660023,27.979,3400,1.375080476,8.289414824,2.302560091,1.164386797,125.5665448,1.00147748,5.9,46.26069861,9.06854153,93.50627136,14.64373016,58.88000107,55.774,22.34725647,19.84212511,99.3634053,2.182718469,4.828191882,4.240938207,34.214,8872208,80.35,15,68823000000,65230000000,48.54279637,1.94059253,10.6,0.406280667,7.08,6.95,7.29,100,,,13
2017,China,CHN,100,,7.125989294,9.55494E+12,,14.901,,0.346100878,7.088408067,,11.36103733,119.0880504,-0.291190565,1.5,,5.06592178,,,,65.295,,44.9050475,97.88090582,1.593136001,4.232681976,0.566555784,51.418,778674707,77.248,22,2.26335E+12,1.84379E+12,33.36290883,1.711242644,16.3,-0.232558474,,4.47,3.9,75.4,,,12
2017,Colombia,COL,98.5,97.34596,1.584635847,2.57491E+11,4.463409901,66.226,8100,1.966356579,9.192361183,4.074560165,3.440512799,131.87763,-0.429445237,14,10.45879538,7.67864323,76.15223694,,48.40000153,60.01,27.50496391,17.10212763,104.9923354,4.314313257,5.1337359,25.43448835,49.23,24461484,76.646,71,36897000000,46076000000,26.60526225,3.208096724,10.2,-0.779457688,11.249,9.09,9.086,90.9,,66.72724785,14
2017,Comoros,COM,78.70983124,84.18473,5.484886435,960721613.4,26.00015068,61.519,100,,10.54081522,9.359869957,4.076314183,,-0.71099925,84.1,,5.26807451,,,,42.077,,11.3771508,116.361726,,0.402494135,,14.213,204998,63.625,241,39000000,253000000,27.10128324,,21,0.022407399,,4.91,,7.9,,,7
2017,"Congo, Dem. Rep.",COD,17.98682594,,19.57081494,31830058300,,112.84,20000,0.448325321,,,20.73747715,,-1.446218252,28.6,,4.15646601,,,,62.926,,21.6499453,103.7903353,,43.06865976,,35.802,29889010,59.411,570,12296000000,5803000000,47.60481324,0.770467136,23.7,-2.339438915,,4.675,,4.1,,,11
